"Datum","Datum Jahr","Datum Monat","Monat","Datum Tag","Datum Monat Tag","Hotelkategorie","Anzahl Ankünfte","Anzahl Logiernächte","Anzahl verfügbare Zimmer","Anzahl belegte Zimmer","Zimmerauslastung"
2023-08-07,2023,"August",8,7,"08-07","Keine Kategorie",262,414,561,234,41.7112299465241
2023-08-07,2023,"August",8,7,"08-07","Total",2463,3869,4769,2265,47.494233591948
2023-08-08,2023,"August",8,8,"08-08","1- und 2-Stern",362,570,551,321,58.2577132486388
2023-08-08,2023,"August",8,8,"08-08","3-Stern",753,1253,1549,809,52.2272433828276
2023-08-08,2023,"August",8,8,"08-08","4- und 5-Stern",1062,2064,2108,1199,56.8785578747628
2023-08-08,2023,"August",8,8,"08-08","Keine Kategorie",195,382,561,251,44.7415329768271
2023-08-08,2023,"August",8,8,"08-08","Total",2372,4269,4769,2580,54.09939190606
2023-08-09,2023,"August",8,9,"08-09","1- und 2-Stern",303,497,551,293,53.1760435571688
2023-08-09,2023,"August",8,9,"08-09","3-Stern",694,1313,1549,858,55.390574564235
2023-08-09,2023,"August",8,9,"08-09","4- und 5-Stern",1081,2144,2108,1251,59.3453510436433
2023-08-09,2023,"August",8,9,"08-09","Keine Kategorie",274,506,561,293,52.2281639928699
2023-08-09,2023,"August",8,9,"08-09","Total",2352,4460,4769,2695,56.5107989096247
2023-08-10,2023,"August",8,10,"08-10","1- und 2-Stern",406,562,551,308,55.8983666061706
2023-08-10,2023,"August",8,10,"08-10","3-Stern",716,1264,1549,766,49.4512588766946
2023-08-10,2023,"August",8,10,"08-10","4- und 5-Stern",1116,1991,2108,1022,48.4819734345351
2023-08-10,2023,"August",8,10,"08-10","Keine Kategorie",195,427,561,230,40.9982174688057
2023-08-10,2023,"August",8,10,"08-10","Total",2433,4244,4769,2326,48.7733277416649
2023-08-11,2023,"August",8,11,"08-11","1- und 2-Stern",477,659,551,341,61.8874773139746
2023-08-11,2023,"August",8,11,"08-11","3-Stern",1104,1543,1549,875,56.4880568108457
2023-08-11,2023,"August",8,11,"08-11","4- und 5-Stern",1553,2355,2108,1122,53.2258064516129
2023-08-11,2023,"August",8,11,"08-11","Keine Kategorie",323,475,561,248,44.2067736185383
2023-08-11,2023,"August",8,11,"08-11","Total",3457,5032,4769,2586,54.2252044453764
2023-08-12,2023,"August",8,12,"08-12","1- und 2-Stern",557,767,551,438,79.491833030853
2023-08-12,2023,"August",8,12,"08-12","3-Stern",1384,2034,1549,1109,71.5945771465462
2023-08-12,2023,"August",8,12,"08-12","4- und 5-Stern",1928,2961,2108,1369,64.9430740037951
2023-08-12,2023,"August",8,12,"08-12","Keine Kategorie",418,647,561,314,55.9714795008913
2023-08-12,2023,"August",8,12,"08-12","Total",4287,6409,4769,3230,67.7290836653386
2023-08-13,2023,"August",8,13,"08-13","1- und 2-Stern",283,446,551,241,43.7386569872958
2023-08-13,2023,"August",8,13,"08-13","3-Stern",735,1330,1549,767,49.515816655907
2023-08-13,2023,"August",8,13,"08-13","4- und 5-Stern",1067,1846,2108,967,45.8728652751423
2023-08-13,2023,"August",8,13,"08-13","Keine Kategorie",158,356,561,195,34.7593582887701
2023-08-13,2023,"August",8,13,"08-13","Total",2243,3978,4769,2170,45.502201719438
2023-08-14,2023,"August",8,14,"08-14","1- und 2-Stern",469,628,551,388,70.4174228675136
2023-08-14,2023,"August",8,14,"08-14","3-Stern",1028,1522,1549,1069,69.0122659780504
2023-08-14,2023,"August",8,14,"08-14","4- und 5-Stern",1452,2239,2108,1323,62.7609108159393
2023-08-14,2023,"August",8,14,"08-14","Keine Kategorie",336,526,561,315,56.1497326203209
2023-08-14,2023,"August",8,14,"08-14","Total",3285,4915,4769,3095,64.8983015307192
2023-08-15,2023,"August",8,15,"08-15","1- und 2-Stern",249,594,551,372,67.513611615245
2023-08-15,2023,"August",8,15,"08-15","3-Stern",634,1492,1549,1081,69.7869593285991
2023-08-15,2023,"August",8,15,"08-15","4- und 5-Stern",947,2183,2108,1330,63.0929791271347
2023-08-15,2023,"August",8,15,"08-15","Keine Kategorie",223,475,561,321,57.2192513368984
2023-08-15,2023,"August",8,15,"08-15","Total",2053,4744,4769,3104,65.0870203396939
2023-08-16,2023,"August",8,16,"08-16","1- und 2-Stern",258,588,551,364,66.0617059891107
2023-08-16,2023,"August",8,16,"08-16","3-Stern",605,1559,1549,1094,70.6262104583602
2023-08-16,2023,"August",8,16,"08-16","4- und 5-Stern",1084,2291,2108,1397,66.2713472485768
2023-08-16,2023,"August",8,16,"08-16","Keine Kategorie",230,490,561,322,57.397504456328
2023-08-16,2023,"August",8,16,"08-16","Total",2177,4928,4769,3177,66.6177395680436
2023-08-17,2023,"August",8,17,"08-17","1- und 2-Stern",303,492,551,278,50.453720508167
2023-08-17,2023,"August",8,17,"08-17","3-Stern",695,1379,1549,928,59.9096191091026
2023-08-17,2023,"August",8,17,"08-17","4- und 5-Stern",988,1803,2108,1032,48.9563567362429
2023-08-17,2023,"August",8,17,"08-17","Keine Kategorie",215,422,561,267,47.5935828877005
2023-08-17,2023,"August",8,17,"08-17","Total",2201,4096,4769,2505,52.5267351646047
2023-08-18,2023,"August",8,18,"08-18","1- und 2-Stern",463,643,551,349,63.3393829401089
2023-08-18,2023,"August",8,18,"08-18","3-Stern",1004,1516,1549,917,59.1994835377663
2023-08-18,2023,"August",8,18,"08-18","4- und 5-Stern",1563,2294,2108,1131,53.6527514231499
2023-08-18,2023,"August",8,18,"08-18","Keine Kategorie",291,478,561,332,59.1800356506239
2023-08-18,2023,"August",8,18,"08-18","Total",3321,4931,4769,2729,57.2237366324177
2023-08-19,2023,"August",8,19,"08-19","1- und 2-Stern",425,684,551,383,69.5099818511797
2023-08-19,2023,"August",8,19,"08-19","3-Stern",1146,1830,1549,1066,68.8185926404132
2023-08-19,2023,"August",8,19,"08-19","4- und 5-Stern",1636,2550,2108,1250,59.2979127134725
2023-08-19,2023,"August",8,19,"08-19","Keine Kategorie",311,521,561,279,49.7326203208556
2023-08-19,2023,"August",8,19,"08-19","Total",3518,5585,4769,2978,62.4449570140491
2023-08-20,2023,"August",8,20,"08-20","1- und 2-Stern",199,360,551,209,37.9310344827586
2023-08-20,2023,"August",8,20,"08-20","3-Stern",518,923,1549,613,39.5739186571982
2023-08-20,2023,"August",8,20,"08-20","4- und 5-Stern",861,1466,2108,855,40.5597722960152
2023-08-20,2023,"August",8,20,"08-20","Keine Kategorie",113,247,561,153,27.2727272727273
2023-08-20,2023,"August",8,20,"08-20","Total",1691,2996,4769,1830,38.3728244915077
2023-08-21,2023,"August",8,21,"08-21","1- und 2-Stern",286,410,551,259,47.005444646098
2023-08-21,2023,"August",8,21,"08-21","3-Stern",703,1079,1549,804,51.9044544867657
2023-08-21,2023,"August",8,21,"08-21","4- und 5-Stern",1243,1964,2108,1258,59.6774193548387
2023-08-21,2023,"August",8,21,"08-21","Keine Kategorie",166,282,561,192,34.2245989304813
2023-08-21,2023,"August",8,21,"08-21","Total",2398,3735,4769,2513,52.6944852170266
2023-08-22,2023,"August",8,22,"08-22","1- und 2-Stern",244,415,551,277,50.2722323049002
2023-08-22,2023,"August",8,22,"08-22","3-Stern",588,1167,1549,865,55.8424790187218
2023-08-22,2023,"August",8,22,"08-22","4- und 5-Stern",1227,2294,2108,1429,67.7893738140417
2023-08-22,2023,"August",8,22,"08-22","Keine Kategorie",164,355,561,250,44.5632798573975
2023-08-22,2023,"August",8,22,"08-22","Total",2223,4231,4769,2821,59.1528622352694
2023-08-23,2023,"August",8,23,"08-23","1- und 2-Stern",300,477,551,300,54.4464609800363
2023-08-23,2023,"August",8,23,"08-23","3-Stern",617,1285,1549,932,60.1678502259522
2023-08-23,2023,"August",8,23,"08-23","4- und 5-Stern",923,2227,2108,1384,65.6546489563567
2023-08-23,2023,"August",8,23,"08-23","Keine Kategorie",178,368,561,271,48.3065953654189
2023-08-23,2023,"August",8,23,"08-23","Total",2018,4357,4769,2887,60.5368001677501
2023-08-24,2023,"August",8,24,"08-24","1- und 2-Stern",272,483,551,306,55.535390199637
2023-08-24,2023,"August",8,24,"08-24","3-Stern",731,1342,1549,948,61.2007746933505
2023-08-24,2023,"August",8,24,"08-24","4- und 5-Stern",1156,2135,2108,1336,63.3776091081594
2023-08-24,2023,"August",8,24,"08-24","Keine Kategorie",195,403,561,285,50.8021390374332
2023-08-24,2023,"August",8,24,"08-24","Total",2354,4363,4769,2875,60.2851750891172
2023-08-25,2023,"August",8,25,"08-25","1- und 2-Stern",381,539,551,310,56.2613430127042
2023-08-25,2023,"August",8,25,"08-25","3-Stern",897,1458,1549,930,60.0387346675274
2023-08-25,2023,"August",8,25,"08-25","4- und 5-Stern",1401,2255,2108,1272,60.3415559772296
2023-08-25,2023,"August",8,25,"08-25","Keine Kategorie",251,441,561,277,49.3761140819964
2023-08-25,2023,"August",8,25,"08-25","Total",2930,4693,4769,2789,58.4818620255819
2023-08-26,2023,"August",8,26,"08-26","1- und 2-Stern",455,653,551,342,62.0689655172414
2023-08-26,2023,"August",8,26,"08-26","3-Stern",854,1549,1549,923,59.5868302130407
2023-08-26,2023,"August",8,26,"08-26","4- und 5-Stern",1471,2421,2108,1230,58.3491461100569
2023-08-26,2023,"August",8,26,"08-26","Keine Kategorie",285,519,561,266,47.415329768271
2023-08-26,2023,"August",8,26,"08-26","Total",3065,5142,4769,2761,57.8947368421053
2023-08-27,2023,"August",8,27,"08-27","1- und 2-Stern",173,317,551,188,34.1197822141561
2023-08-27,2023,"August",8,27,"08-27","3-Stern",565,927,1549,608,39.2511297611362
2023-08-27,2023,"August",8,27,"08-27","4- und 5-Stern",901,1513,2108,875,41.5085388994307
2023-08-27,2023,"August",8,27,"08-27","Keine Kategorie",109,202,561,133,23.7076648841355
2023-08-27,2023,"August",8,27,"08-27","Total",1748,2959,4769,1804,37.8276368211365
2023-08-28,2023,"August",8,28,"08-28","1- und 2-Stern",261,385,551,254,46.0980036297641
2023-08-28,2023,"August",8,28,"08-28","3-Stern",694,1025,1549,772,49.838605551969
2023-08-28,2023,"August",8,28,"08-28","4- und 5-Stern",1128,1885,2108,1139,54.0322580645161
2023-08-28,2023,"August",8,28,"08-28","Keine Kategorie",192,296,561,206,36.7201426024955
2023-08-28,2023,"August",8,28,"08-28","Total",2275,3591,4769,2371,49.7169217865381
2023-08-29,2023,"August",8,29,"08-29","1- und 2-Stern",235,401,551,309,56.0798548094374
2023-08-29,2023,"August",8,29,"08-29","3-Stern",628,1120,1549,874,56.4234990316333
2023-08-29,2023,"August",8,29,"08-29","4- und 5-Stern",872,1902,2108,1258,59.6774193548387
2023-08-29,2023,"August",8,29,"08-29","Keine Kategorie",192,336,561,229,40.8199643493761
2023-08-29,2023,"August",8,29,"08-29","Total",1927,3759,4769,2670,55.9865799958063
2023-08-30,2023,"August",8,30,"08-30","1- und 2-Stern",292,446,551,296,53.7205081669691
2023-08-30,2023,"August",8,30,"08-30","3-Stern",694,1224,1549,921,59.4577146546159
2023-08-30,2023,"August",8,30,"08-30","4- und 5-Stern",930,1932,2108,1314,62.3339658444023
2023-08-30,2023,"August",8,30,"08-30","Keine Kategorie",244,443,561,302,53.8324420677362
2023-08-30,2023,"August",8,30,"08-30","Total",2160,4045,4769,2833,59.4044873139023
2023-08-31,2023,"August",8,31,"08-31","1- und 2-Stern",324,521,551,313,56.8058076225045
2023-08-31,2023,"August",8,31,"08-31","3-Stern",810,1352,1549,948,61.2007746933505
2023-08-31,2023,"August",8,31,"08-31","4- und 5-Stern",993,1800,2108,1178,55.8823529411765
2023-08-31,2023,"August",8,31,"08-31","Keine Kategorie",230,420,561,278,49.554367201426
2023-08-31,2023,"August",8,31,"08-31","Total",2357,4093,4769,2717,56.9721115537849
2023-09-01,2023,"September",9,1,"09-01","1- und 2-Stern",398,574,560,350,62.5
2023-09-01,2023,"September",9,1,"09-01","3-Stern",806,1206,1547,810,52.3594053005818
2023-09-01,2023,"September",9,1,"09-01","4- und 5-Stern",1316,1947,2108,1125,53.3681214421252
2023-09-01,2023,"September",9,1,"09-01","Keine Kategorie",235,395,561,241,42.9590017825312
2023-09-01,2023,"September",9,1,"09-01","Total",2755,4122,4776,2526,52.8894472361809
2023-09-02,2023,"September",9,2,"09-02","1- und 2-Stern",410,629,560,353,63.0357142857143
2023-09-02,2023,"September",9,2,"09-02","3-Stern",921,1499,1547,955,61.732385261797
2023-09-02,2023,"September",9,2,"09-02","4- und 5-Stern",1306,2111,2108,1142,54.1745730550285
2023-09-02,2023,"September",9,2,"09-02","Keine Kategorie",351,535,561,254,45.2762923351159
2023-09-02,2023,"September",9,2,"09-02","Total",2988,4774,4776,2704,56.6164154103853
2023-09-03,2023,"September",9,3,"09-03","1- und 2-Stern",252,435,560,279,49.8214285714286
2023-09-03,2023,"September",9,3,"09-03","3-Stern",583,964,1547,749,48.4162895927602
2023-09-03,2023,"September",9,3,"09-03","4- und 5-Stern",863,1468,2108,956,45.3510436432638
2023-09-03,2023,"September",9,3,"09-03","Keine Kategorie",121,220,561,142,25.3119429590018
2023-09-03,2023,"September",9,3,"09-03","Total",1819,3087,4776,2126,44.5142378559464
2023-09-04,2023,"September",9,4,"09-04","1- und 2-Stern",320,513,560,346,61.7857142857143
2023-09-04,2023,"September",9,4,"09-04","3-Stern",681,1210,1547,1020,65.9340659340659
2023-09-04,2023,"September",9,4,"09-04","4- und 5-Stern",1068,1837,2108,1298,61.5749525616698
2023-09-04,2023,"September",9,4,"09-04","Keine Kategorie",308,426,561,264,47.0588235294118
2023-09-04,2023,"September",9,4,"09-04","Total",2377,3986,4776,2928,61.3065326633166
2023-09-05,2023,"September",9,5,"09-05","1- und 2-Stern",320,614,560,424,75.7142857142857
2023-09-05,2023,"September",9,5,"09-05","3-Stern",563,1273,1547,1051,67.9379444085326
2023-09-05,2023,"September",9,5,"09-05","4- und 5-Stern",861,2035,2108,1461,69.3074003795066
2023-09-05,2023,"September",9,5,"09-05","Keine Kategorie",161,379,561,254,45.2762923351159
2023-09-05,2023,"September",9,5,"09-05","Total",1905,4301,4776,3190,66.7922948073702
2023-09-06,2023,"September",9,6,"09-06","1- und 2-Stern",312,579,560,398,71.0714285714286
2023-09-06,2023,"September",9,6,"09-06","3-Stern",752,1477,1547,1179,76.2120232708468
2023-09-06,2023,"September",9,6,"09-06","4- und 5-Stern",951,2165,2108,1598,75.8064516129032
2023-09-06,2023,"September",9,6,"09-06","Keine Kategorie",218,412,561,299,53.2976827094474
2023-09-06,2023,"September",9,6,"09-06","Total",2233,4633,4776,3474,72.7386934673367
2023-09-07,2023,"September",9,7,"09-07","1- und 2-Stern",304,527,560,367,65.5357142857143
2023-09-07,2023,"September",9,7,"09-07","3-Stern",804,1392,1547,1115,72.0749838396897
2023-09-07,2023,"September",9,7,"09-07","4- und 5-Stern",858,1761,2108,1229,58.3017077798861
2023-09-07,2023,"September",9,7,"09-07","Keine Kategorie",259,495,561,316,56.3279857397504
2023-09-07,2023,"September",9,7,"09-07","Total",2225,4175,4776,3027,63.3793969849246
2023-09-08,2023,"September",9,8,"09-08","1- und 2-Stern",402,592,560,355,63.3928571428571
2023-09-08,2023,"September",9,8,"09-08","3-Stern",982,1464,1547,978,63.2191338073691
2023-09-08,2023,"September",9,8,"09-08","4- und 5-Stern",1083,1748,2108,1044,49.5256166982922
2023-09-08,2023,"September",9,8,"09-08","Keine Kategorie",415,562,561,309,55.0802139037433
2023-09-08,2023,"September",9,8,"09-08","Total",2882,4366,4776,2686,56.2395309882747
2023-09-09,2023,"September",9,9,"09-09","1- und 2-Stern",560,835,560,453,80.8928571428571
2023-09-09,2023,"September",9,9,"09-09","3-Stern",1061,1730,1547,1067,68.9722042663219
2023-09-09,2023,"September",9,9,"09-09","4- und 5-Stern",1261,2073,2108,1155,54.7912713472486
2023-09-09,2023,"September",9,9,"09-09","Keine Kategorie",349,610,561,284,50.6238859180036
2023-09-09,2023,"September",9,9,"09-09","Total",3231,5248,4776,2959,61.9556113902848
2023-09-10,2023,"September",9,10,"09-10","1- und 2-Stern",259,533,560,318,56.7857142857143
2023-09-10,2023,"September",9,10,"09-10","3-Stern",567,1011,1547,761,49.1919844861021
2023-09-10,2023,"September",9,10,"09-10","4- und 5-Stern",947,1556,2108,1027,48.719165085389
2023-09-10,2023,"September",9,10,"09-10","Keine Kategorie",152,243,561,144,25.668449197861
2023-09-10,2023,"September",9,10,"09-10","Total",1925,3343,4776,2250,47.1105527638191
2023-09-11,2023,"September",9,11,"09-11","1- und 2-Stern",286,609,560,383,68.3928571428571
2023-09-11,2023,"September",9,11,"09-11","3-Stern",696,1150,1547,969,62.6373626373626
2023-09-11,2023,"September",9,11,"09-11","4- und 5-Stern",1030,1820,2108,1427,67.6944971537002
2023-09-11,2023,"September",9,11,"09-11","Keine Kategorie",233,361,561,263,46.8805704099822
2023-09-11,2023,"September",9,11,"09-11","Total",2245,3940,4776,3042,63.6934673366834
2023-09-12,2023,"September",9,12,"09-12","1- und 2-Stern",314,523,560,379,67.6785714285714
2023-09-12,2023,"September",9,12,"09-12","3-Stern",829,1517,1547,1310,84.6800258564964
2023-09-12,2023,"September",9,12,"09-12","4- und 5-Stern",948,2130,2108,1675,79.4592030360531
2023-09-12,2023,"September",9,12,"09-12","Keine Kategorie",311,532,561,358,63.8146167557932
2023-09-12,2023,"September",9,12,"09-12","Total",2402,4702,4776,3722,77.9313232830821
2023-09-13,2023,"September",9,13,"09-13","1- und 2-Stern",321,549,560,433,77.3214285714286
2023-09-13,2023,"September",9,13,"09-13","3-Stern",750,1624,1547,1329,85.9082094376212
2023-09-13,2023,"September",9,13,"09-13","4- und 5-Stern",1041,2360,2108,1749,82.9696394686907
2023-09-13,2023,"September",9,13,"09-13","Keine Kategorie",227,530,561,360,64.1711229946524
2023-09-13,2023,"September",9,13,"09-13","Total",2339,5063,4776,3871,81.0510887772194
2023-09-14,2023,"September",9,14,"09-14","1- und 2-Stern",287,482,560,356,63.5714285714286
2023-09-14,2023,"September",9,14,"09-14","3-Stern",801,1497,1547,1131,73.109243697479
2023-09-14,2023,"September",9,14,"09-14","4- und 5-Stern",899,2054,2108,1459,69.2125237191651
2023-09-14,2023,"September",9,14,"09-14","Keine Kategorie",225,527,561,328,58.4670231729055
2023-09-14,2023,"September",9,14,"09-14","Total",2212,4560,4776,3274,68.5510887772194
2023-09-15,2023,"September",9,15,"09-15","1- und 2-Stern",510,687,560,406,72.5
2023-09-15,2023,"September",9,15,"09-15","3-Stern",1230,1791,1547,1202,77.6987718164189
2023-09-15,2023,"September",9,15,"09-15","4- und 5-Stern",1834,2524,2108,1408,66.7931688804554
2023-09-15,2023,"September",9,15,"09-15","Keine Kategorie",404,577,561,331,59.0017825311943
2023-09-15,2023,"September",9,15,"09-15","Total",3978,5579,4776,3347,70.0795644891122
2023-09-16,2023,"September",9,16,"09-16","1- und 2-Stern",351,635,560,364,65
2023-09-16,2023,"September",9,16,"09-16","3-Stern",1016,1653,1547,1070,69.1661279896574
2023-09-16,2023,"September",9,16,"09-16","4- und 5-Stern",1466,2299,2108,1243,58.965844402277
2023-09-16,2023,"September",9,16,"09-16","Keine Kategorie",396,588,561,282,50.2673796791444
2023-09-16,2023,"September",9,16,"09-16","Total",3229,5175,4776,2959,61.9556113902848
2023-09-17,2023,"September",9,17,"09-17","1- und 2-Stern",218,363,560,226,40.3571428571429
2023-09-17,2023,"September",9,17,"09-17","3-Stern",645,1039,1547,712,46.0245636716225
2023-09-17,2023,"September",9,17,"09-17","4- und 5-Stern",920,1645,2108,915,43.4060721062619
2023-09-17,2023,"September",9,17,"09-17","Keine Kategorie",125,224,561,136,24.2424242424242
2023-09-17,2023,"September",9,17,"09-17","Total",1908,3271,4776,1989,41.6457286432161
2023-09-18,2023,"September",9,18,"09-18","1- und 2-Stern",264,367,560,260,46.4285714285714
2023-09-18,2023,"September",9,18,"09-18","3-Stern",826,1296,1547,1067,68.9722042663219
2023-09-18,2023,"September",9,18,"09-18","4- und 5-Stern",1131,1858,2108,1395,66.1764705882353
2023-09-18,2023,"September",9,18,"09-18","Keine Kategorie",374,489,561,316,56.3279857397504
2023-09-18,2023,"September",9,18,"09-18","Total",2595,4010,4776,3038,63.6097152428811
2023-09-19,2023,"September",9,19,"09-19","1- und 2-Stern",305,476,560,365,65.1785714285714
2023-09-19,2023,"September",9,19,"09-19","3-Stern",875,1548,1547,1267,81.9004524886878
2023-09-19,2023,"September",9,19,"09-19","4- und 5-Stern",1044,2188,2108,1646,78.0834914611006
2023-09-19,2023,"September",9,19,"09-19","Keine Kategorie",165,451,561,327,58.2887700534759
2023-09-19,2023,"September",9,19,"09-19","Total",2389,4663,4776,3605,75.4815745393635
2023-09-20,2023,"September",9,20,"09-20","1- und 2-Stern",258,449,560,333,59.4642857142857
2023-09-20,2023,"September",9,20,"09-20","3-Stern",794,1491,1547,1207,78.021978021978
2023-09-20,2023,"September",9,20,"09-20","4- und 5-Stern",1174,2458,2108,1801,85.4364326375712
2023-09-20,2023,"September",9,20,"09-20","Keine Kategorie",349,502,561,346,61.6755793226381
2023-09-20,2023,"September",9,20,"09-20","Total",2575,4900,4776,3687,77.1984924623116
2023-09-21,2023,"September",9,21,"09-21","1- und 2-Stern",246,415,560,294,52.5
2023-09-21,2023,"September",9,21,"09-21","3-Stern",897,1592,1547,1228,79.3794440853264
2023-09-21,2023,"September",9,21,"09-21","4- und 5-Stern",1066,2298,2108,1671,79.26944971537
2023-09-21,2023,"September",9,21,"09-21","Keine Kategorie",198,458,561,301,53.6541889483066
2023-09-21,2023,"September",9,21,"09-21","Total",2407,4763,4776,3494,73.1574539363484
2023-09-22,2023,"September",9,22,"09-22","1- und 2-Stern",487,635,560,381,68.0357142857143
2023-09-22,2023,"September",9,22,"09-22","3-Stern",805,1518,1547,1076,69.5539754363284
2023-09-22,2023,"September",9,22,"09-22","4- und 5-Stern",1061,2293,2108,1505,71.3946869070209
2023-09-22,2023,"September",9,22,"09-22","Keine Kategorie",270,441,561,280,49.9108734402852
2023-09-22,2023,"September",9,22,"09-22","Total",2623,4887,4776,3242,67.8810720268007
2023-09-23,2023,"September",9,23,"09-23","1- und 2-Stern",299,671,560,377,67.3214285714286
2023-09-23,2023,"September",9,23,"09-23","3-Stern",835,1422,1547,906,58.5649644473174
2023-09-23,2023,"September",9,23,"09-23","4- und 5-Stern",1119,1923,2108,1070,50.7590132827324
2023-09-23,2023,"September",9,23,"09-23","Keine Kategorie",325,510,561,246,43.8502673796791
2023-09-23,2023,"September",9,23,"09-23","Total",2578,4526,4776,2599,54.4179229480737
2023-09-24,2023,"September",9,24,"09-24","1- und 2-Stern",210,339,560,217,38.75
2023-09-24,2023,"September",9,24,"09-24","3-Stern",581,1009,1547,737,47.6405946994182
2023-09-24,2023,"September",9,24,"09-24","4- und 5-Stern",921,1562,2108,979,46.4421252371917
2023-09-24,2023,"September",9,24,"09-24","Keine Kategorie",121,223,561,146,26.0249554367201
2023-09-24,2023,"September",9,24,"09-24","Total",1833,3133,4776,2079,43.5301507537688
2023-09-25,2023,"September",9,25,"09-25","1- und 2-Stern",344,456,560,318,56.7857142857143
2023-09-25,2023,"September",9,25,"09-25","3-Stern",976,1374,1547,1187,76.7291531997414
2023-09-25,2023,"September",9,25,"09-25","4- und 5-Stern",1317,2102,2108,1551,73.5768500948767
2023-09-25,2023,"September",9,25,"09-25","Keine Kategorie",437,533,561,327,58.2887700534759
2023-09-25,2023,"September",9,25,"09-25","Total",3074,4465,4776,3383,70.8333333333333
2023-09-26,2023,"September",9,26,"09-26","1- und 2-Stern",351,578,560,435,77.6785714285714
2023-09-26,2023,"September",9,26,"09-26","3-Stern",764,1586,1547,1366,88.2999353587589
2023-09-26,2023,"September",9,26,"09-26","4- und 5-Stern",1022,2340,2108,1808,85.7685009487666
2023-09-26,2023,"September",9,26,"09-26","Keine Kategorie",219,615,561,374,66.6666666666667
2023-09-26,2023,"September",9,26,"09-26","Total",2356,5119,4776,3983,83.3961474036851
2023-09-27,2023,"September",9,27,"09-27","1- und 2-Stern",352,612,560,433,77.3214285714286
2023-09-27,2023,"September",9,27,"09-27","3-Stern",590,1538,1547,1308,84.5507433742728
2023-09-27,2023,"September",9,27,"09-27","4- und 5-Stern",773,2281,2108,1718,81.4990512333966
2023-09-27,2023,"September",9,27,"09-27","Keine Kategorie",179,577,561,295,52.5846702317291
2023-09-27,2023,"September",9,27,"09-27","Total",1894,5008,4776,3754,78.6013400335008
2023-09-28,2023,"September",9,28,"09-28","1- und 2-Stern",254,454,560,315,56.25
2023-09-28,2023,"September",9,28,"09-28","3-Stern",720,1360,1547,1092,70.5882352941177
2023-09-28,2023,"September",9,28,"09-28","4- und 5-Stern",883,1887,2108,1362,64.6110056925996
2023-09-28,2023,"September",9,28,"09-28","Keine Kategorie",238,583,561,353,62.9233511586453
2023-09-28,2023,"September",9,28,"09-28","Total",2095,4284,4776,3122,65.3685092127303
2023-09-29,2023,"September",9,29,"09-29","1- und 2-Stern",358,506,560,293,52.3214285714286
2023-09-29,2023,"September",9,29,"09-29","3-Stern",854,1257,1523,863,56.6644780039396
2023-09-29,2023,"September",9,29,"09-29","4- und 5-Stern",1324,2078,2108,1216,57.685009487666
2023-09-29,2023,"September",9,29,"09-29","Keine Kategorie",328,477,561,290,51.6934046345811
2023-09-29,2023,"September",9,29,"09-29","Total",2864,4318,4752,2662,56.0185185185185
2023-09-30,2023,"September",9,30,"09-30","1- und 2-Stern",270,515,560,289,51.6071428571429
2023-09-30,2023,"September",9,30,"09-30","3-Stern",1098,1595,1523,984,64.6093237032173
2023-09-30,2023,"September",9,30,"09-30","4- und 5-Stern",1100,1885,2108,1014,48.1024667931689
2023-09-30,2023,"September",9,30,"09-30","Keine Kategorie",398,614,561,296,52.7629233511586
2023-09-30,2023,"September",9,30,"09-30","Total",2866,4609,4752,2583,54.3560606060606
2023-10-01,2023,"Oktober",10,1,"10-01","1- und 2-Stern",193,376,557,202,36.2657091561939
2023-10-01,2023,"Oktober",10,1,"10-01","3-Stern",584,1040,1546,699,45.2134540750323
2023-10-01,2023,"Oktober",10,1,"10-01","4- und 5-Stern",751,1250,2037,761,37.3588610702013
2023-10-01,2023,"Oktober",10,1,"10-01","Keine Kategorie",159,299,561,167,29.7682709447415
2023-10-01,2023,"Oktober",10,1,"10-01","Total",1687,2965,4701,1829,38.9066156136992
2023-10-02,2023,"Oktober",10,2,"10-02","1- und 2-Stern",242,401,557,245,43.9856373429084
2023-10-02,2023,"Oktober",10,2,"10-02","3-Stern",763,1189,1546,874,56.5329883570504
2023-10-02,2023,"Oktober",10,2,"10-02","4- und 5-Stern",946,1564,2037,1100,54.0009818360334
2023-10-02,2023,"Oktober",10,2,"10-02","Keine Kategorie",246,389,561,226,40.2852049910873
2023-10-02,2023,"Oktober",10,2,"10-02","Total",2197,3543,4701,2445,52.0102105934907
2023-10-03,2023,"Oktober",10,3,"10-03","1- und 2-Stern",288,452,557,291,52.2441651705566
2023-10-03,2023,"Oktober",10,3,"10-03","3-Stern",819,1398,1546,1143,73.9327296248383
2023-10-03,2023,"Oktober",10,3,"10-03","4- und 5-Stern",1190,1974,2037,1475,72.4104074619539
2023-10-03,2023,"Oktober",10,3,"10-03","Keine Kategorie",328,486,561,296,52.7629233511586
2023-10-03,2023,"Oktober",10,3,"10-03","Total",2625,4310,4701,3205,68.1769836205063
2023-10-04,2023,"Oktober",10,4,"10-04","1- und 2-Stern",255,490,557,355,63.7342908438061
2023-10-04,2023,"Oktober",10,4,"10-04","3-Stern",729,1559,1546,1304,84.346701164295
2023-10-04,2023,"Oktober",10,4,"10-04","4- und 5-Stern",906,2194,2037,1651,81.0505645557192
2023-10-04,2023,"Oktober",10,4,"10-04","Keine Kategorie",279,563,561,362,64.5276292335116
