"Datum","Datum Jahr","Datum Monat","Monat","Datum Tag","Datum Monat Tag","Hotelkategorie","Anzahl Ankünfte","Anzahl Logiernächte","Anzahl verfügbare Zimmer","Anzahl belegte Zimmer","Zimmerauslastung"
2023-02-15,2023,"Februar",2,15,"02-15","Total",1236,2978,4798,2415,50.3334722801167
2023-02-16,2023,"Februar",2,16,"02-16","1- und 2-Stern",88,178,550,147,26.7272727272727
2023-02-16,2023,"Februar",2,16,"02-16","3-Stern",381,825,1547,659,42.5985778926955
2023-02-16,2023,"Februar",2,16,"02-16","4- und 5-Stern",440,1131,2137,835,39.0734674777726
2023-02-16,2023,"Februar",2,16,"02-16","Keine Kategorie",151,299,564,198,35.1063829787234
2023-02-16,2023,"Februar",2,16,"02-16","Total",1060,2433,4798,1839,38.328470195915
2023-02-17,2023,"Februar",2,17,"02-17","1- und 2-Stern",207,270,550,171,31.0909090909091
2023-02-17,2023,"Februar",2,17,"02-17","3-Stern",635,877,1547,524,33.8720103425986
2023-02-17,2023,"Februar",2,17,"02-17","4- und 5-Stern",747,1159,2137,673,31.4927468413664
2023-02-17,2023,"Februar",2,17,"02-17","Keine Kategorie",214,312,564,189,33.5106382978723
2023-02-17,2023,"Februar",2,17,"02-17","Total",1803,2618,4798,1557,32.4510212588579
2023-02-18,2023,"Februar",2,18,"02-18","1- und 2-Stern",268,345,550,197,35.8181818181818
2023-02-18,2023,"Februar",2,18,"02-18","3-Stern",629,1038,1547,598,38.655462184874
2023-02-18,2023,"Februar",2,18,"02-18","4- und 5-Stern",882,1450,2137,763,35.7042583060365
2023-02-18,2023,"Februar",2,18,"02-18","Keine Kategorie",204,330,564,182,32.2695035460993
2023-02-18,2023,"Februar",2,18,"02-18","Total",1983,3163,4798,1740,36.2651104626928
2023-02-19,2023,"Februar",2,19,"02-19","1- und 2-Stern",100,194,550,128,23.2727272727273
2023-02-19,2023,"Februar",2,19,"02-19","3-Stern",330,671,1547,453,29.2824822236587
2023-02-19,2023,"Februar",2,19,"02-19","4- und 5-Stern",474,890,2137,561,26.2517547964436
2023-02-19,2023,"Februar",2,19,"02-19","Keine Kategorie",92,210,564,131,23.2269503546099
2023-02-19,2023,"Februar",2,19,"02-19","Total",996,1965,4798,1273,26.5318882867862
2023-02-20,2023,"Februar",2,20,"02-20","1- und 2-Stern",170,270,550,172,31.2727272727273
2023-02-20,2023,"Februar",2,20,"02-20","3-Stern",449,812,1547,655,42.3400129282482
2023-02-20,2023,"Februar",2,20,"02-20","4- und 5-Stern",730,1212,2137,889,41.6003743565746
2023-02-20,2023,"Februar",2,20,"02-20","Keine Kategorie",146,255,564,183,32.4468085106383
2023-02-20,2023,"Februar",2,20,"02-20","Total",1495,2549,4798,1899,39.5789912463526
2023-02-21,2023,"Februar",2,21,"02-21","1- und 2-Stern",259,391,550,271,49.2727272727273
2023-02-21,2023,"Februar",2,21,"02-21","3-Stern",671,1130,1547,852,55.0743374272786
2023-02-21,2023,"Februar",2,21,"02-21","4- und 5-Stern",622,1367,2137,1029,48.1516144127281
2023-02-21,2023,"Februar",2,21,"02-21","Keine Kategorie",184,327,564,211,37.4113475177305
2023-02-21,2023,"Februar",2,21,"02-21","Total",1736,3215,4798,2363,49.2496873697374
2023-02-22,2023,"Februar",2,22,"02-22","1- und 2-Stern",131,281,550,209,38
2023-02-22,2023,"Februar",2,22,"02-22","3-Stern",436,908,1547,721,46.606334841629
2023-02-22,2023,"Februar",2,22,"02-22","4- und 5-Stern",622,1376,2137,1045,48.9003275620028
2023-02-22,2023,"Februar",2,22,"02-22","Keine Kategorie",112,238,564,172,30.4964539007092
2023-02-22,2023,"Februar",2,22,"02-22","Total",1301,2803,4798,2147,44.7478115881617
2023-02-23,2023,"Februar",2,23,"02-23","1- und 2-Stern",281,379,550,262,47.6363636363636
2023-02-23,2023,"Februar",2,23,"02-23","3-Stern",678,1123,1547,758,48.9980607627666
2023-02-23,2023,"Februar",2,23,"02-23","4- und 5-Stern",657,1407,2137,991,46.3734206832007
2023-02-23,2023,"Februar",2,23,"02-23","Keine Kategorie",100,220,564,148,26.241134751773
2023-02-23,2023,"Februar",2,23,"02-23","Total",1716,3129,4798,2159,44.9979157982493
2023-02-24,2023,"Februar",2,24,"02-24","1- und 2-Stern",193,268,550,181,32.9090909090909
2023-02-24,2023,"Februar",2,24,"02-24","3-Stern",640,1020,1547,608,39.3018745959922
2023-02-24,2023,"Februar",2,24,"02-24","4- und 5-Stern",808,1231,2137,673,31.4927468413664
2023-02-24,2023,"Februar",2,24,"02-24","Keine Kategorie",208,309,564,180,31.9148936170213
2023-02-24,2023,"Februar",2,24,"02-24","Total",1849,2828,4798,1642,34.2225927469779
2023-02-25,2023,"Februar",2,25,"02-25","1- und 2-Stern",252,336,550,211,38.3636363636364
2023-02-25,2023,"Februar",2,25,"02-25","3-Stern",728,1126,1547,642,41.4996767937944
2023-02-25,2023,"Februar",2,25,"02-25","4- und 5-Stern",915,1380,2137,718,33.5985025737015
2023-02-25,2023,"Februar",2,25,"02-25","Keine Kategorie",257,375,564,217,38.4751773049645
2023-02-25,2023,"Februar",2,25,"02-25","Total",2152,3217,4798,1788,37.2655273030429
2023-02-26,2023,"Februar",2,26,"02-26","1- und 2-Stern",704,815,550,451,82
2023-02-26,2023,"Februar",2,26,"02-26","3-Stern",1823,2213,1547,1314,84.9385908209438
2023-02-26,2023,"Februar",2,26,"02-26","4- und 5-Stern",2467,3006,2137,1663,77.8193729527375
2023-02-26,2023,"Februar",2,26,"02-26","Keine Kategorie",613,770,564,402,71.2765957446808
2023-02-26,2023,"Februar",2,26,"02-26","Total",5607,6804,4798,3830,79.8249270529387
2023-02-27,2023,"Februar",2,27,"02-27","1- und 2-Stern",171,723,550,434,78.9090909090909
2023-02-27,2023,"Februar",2,27,"02-27","3-Stern",584,2061,1547,1318,85.1971557853911
2023-02-27,2023,"Februar",2,27,"02-27","4- und 5-Stern",801,2669,2137,1621,75.8540009358914
2023-02-27,2023,"Februar",2,27,"02-27","Keine Kategorie",165,635,564,387,68.6170212765958
2023-02-27,2023,"Februar",2,27,"02-27","Total",1721,6088,4798,3760,78.3659858274281
2023-02-28,2023,"Februar",2,28,"02-28","1- und 2-Stern",176,609,550,399,72.5454545454545
2023-02-28,2023,"Februar",2,28,"02-28","3-Stern",418,1679,1547,1160,74.983839689722
2023-02-28,2023,"Februar",2,28,"02-28","4- und 5-Stern",676,2285,2137,1458,68.2264857276556
2023-02-28,2023,"Februar",2,28,"02-28","Keine Kategorie",129,527,564,327,57.9787234042553
2023-02-28,2023,"Februar",2,28,"02-28","Total",1399,5100,4798,3344,69.6957065443935
2023-03-01,2023,"März",3,1,"03-01","1- und 2-Stern",146,405,550,284,51.6363636363636
2023-03-01,2023,"März",3,1,"03-01","3-Stern",382,1216,1549,914,59.0058102001291
2023-03-01,2023,"März",3,1,"03-01","4- und 5-Stern",506,1760,2141,1159,54.133582438113
2023-03-01,2023,"März",3,1,"03-01","Keine Kategorie",139,406,564,281,49.822695035461
2023-03-01,2023,"März",3,1,"03-01","Total",1173,3787,4804,2638,54.9125728559534
2023-03-02,2023,"März",3,2,"03-02","1- und 2-Stern",145,228,550,155,28.1818181818182
2023-03-02,2023,"März",3,2,"03-02","3-Stern",305,684,1549,522,33.6991607488702
2023-03-02,2023,"März",3,2,"03-02","4- und 5-Stern",310,872,2141,584,27.2769733769267
2023-03-02,2023,"März",3,2,"03-02","Keine Kategorie",90,215,564,171,30.3191489361702
2023-03-02,2023,"März",3,2,"03-02","Total",850,1999,4804,1432,29.8084929225645
2023-03-03,2023,"März",3,3,"03-03","1- und 2-Stern",229,284,550,170,30.9090909090909
2023-03-03,2023,"März",3,3,"03-03","3-Stern",447,722,1549,444,28.6636539703034
2023-03-03,2023,"März",3,3,"03-03","4- und 5-Stern",588,949,2141,555,25.922466137319
2023-03-03,2023,"März",3,3,"03-03","Keine Kategorie",168,274,564,188,33.3333333333333
2023-03-03,2023,"März",3,3,"03-03","Total",1432,2229,4804,1357,28.2472939217319
2023-03-04,2023,"März",3,4,"03-04","1- und 2-Stern",232,364,550,197,35.8181818181818
2023-03-04,2023,"März",3,4,"03-04","3-Stern",397,728,1549,455,29.3737895416398
2023-03-04,2023,"März",3,4,"03-04","4- und 5-Stern",644,1104,2141,641,29.9392807099486
2023-03-04,2023,"März",3,4,"03-04","Keine Kategorie",204,371,564,212,37.5886524822695
2023-03-04,2023,"März",3,4,"03-04","Total",1477,2567,4804,1505,31.3280599500416
2023-03-05,2023,"März",3,5,"03-05","1- und 2-Stern",116,178,550,126,22.9090909090909
2023-03-05,2023,"März",3,5,"03-05","3-Stern",323,541,1549,419,27.0497094899935
2023-03-05,2023,"März",3,5,"03-05","4- und 5-Stern",531,854,2141,650,30.3596450256889
2023-03-05,2023,"März",3,5,"03-05","Keine Kategorie",77,224,564,155,27.4822695035461
2023-03-05,2023,"März",3,5,"03-05","Total",1047,1797,4804,1350,28.1015820149875
2023-03-06,2023,"März",3,6,"03-06","1- und 2-Stern",191,268,550,216,39.2727272727273
2023-03-06,2023,"März",3,6,"03-06","3-Stern",587,899,1549,779,50.2905100064558
2023-03-06,2023,"März",3,6,"03-06","4- und 5-Stern",813,1370,2141,1143,53.3862680990192
2023-03-06,2023,"März",3,6,"03-06","Keine Kategorie",177,316,564,242,42.9078014184397
2023-03-06,2023,"März",3,6,"03-06","Total",1768,2853,4804,2380,49.5420482930891
2023-03-07,2023,"März",3,7,"03-07","1- und 2-Stern",153,323,550,262,47.6363636363636
2023-03-07,2023,"März",3,7,"03-07","3-Stern",414,934,1549,815,52.614590058102
2023-03-07,2023,"März",3,7,"03-07","4- und 5-Stern",671,1641,2141,1405,65.6235404016815
2023-03-07,2023,"März",3,7,"03-07","Keine Kategorie",129,299,564,249,44.1489361702128
2023-03-07,2023,"März",3,7,"03-07","Total",1367,3197,4804,2731,56.8484596169858
2023-03-08,2023,"März",3,8,"03-08","1- und 2-Stern",190,308,550,238,43.2727272727273
2023-03-08,2023,"März",3,8,"03-08","3-Stern",474,955,1549,816,52.6791478373144
2023-03-08,2023,"März",3,8,"03-08","4- und 5-Stern",568,1610,2141,1329,62.0737972909855
2023-03-08,2023,"März",3,8,"03-08","Keine Kategorie",127,303,564,250,44.3262411347518
2023-03-08,2023,"März",3,8,"03-08","Total",1359,3176,4804,2633,54.8084929225645
2023-03-09,2023,"März",3,9,"03-09","1- und 2-Stern",208,347,550,258,46.9090909090909
2023-03-09,2023,"März",3,9,"03-09","3-Stern",435,939,1549,746,48.1601032924467
2023-03-09,2023,"März",3,9,"03-09","4- und 5-Stern",541,1353,2141,1073,50.1167678654834
2023-03-09,2023,"März",3,9,"03-09","Keine Kategorie",230,405,564,269,47.6950354609929
2023-03-09,2023,"März",3,9,"03-09","Total",1414,3044,4804,2346,48.834304746045
2023-03-10,2023,"März",3,10,"03-10","1- und 2-Stern",345,469,550,289,52.5454545454546
2023-03-10,2023,"März",3,10,"03-10","3-Stern",593,955,1549,704,45.4486765655261
2023-03-10,2023,"März",3,10,"03-10","4- und 5-Stern",668,1090,2141,719,33.5824381130313
2023-03-10,2023,"März",3,10,"03-10","Keine Kategorie",232,389,564,253,44.8581560283688
2023-03-10,2023,"März",3,10,"03-10","Total",1838,2903,4804,1965,40.9034138218152
2023-03-11,2023,"März",3,11,"03-11","1- und 2-Stern",341,475,550,266,48.3636363636364
2023-03-11,2023,"März",3,11,"03-11","3-Stern",632,1071,1549,714,46.0942543576501
2023-03-11,2023,"März",3,11,"03-11","4- und 5-Stern",693,1301,2141,772,36.0579168612798
2023-03-11,2023,"März",3,11,"03-11","Keine Kategorie",247,491,564,307,54.4326241134752
2023-03-11,2023,"März",3,11,"03-11","Total",1913,3338,4804,2059,42.8601165695254
2023-03-12,2023,"März",3,12,"03-12","1- und 2-Stern",119,193,550,138,25.0909090909091
2023-03-12,2023,"März",3,12,"03-12","3-Stern",325,602,1549,473,30.5358295674629
2023-03-12,2023,"März",3,12,"03-12","4- und 5-Stern",651,1070,2141,765,35.7309668379262
2023-03-12,2023,"März",3,12,"03-12","Keine Kategorie",69,215,564,172,30.4964539007092
2023-03-12,2023,"März",3,12,"03-12","Total",1164,2080,4804,1548,32.2231473771857
2023-03-13,2023,"März",3,13,"03-13","1- und 2-Stern",156,243,550,198,36
2023-03-13,2023,"März",3,13,"03-13","3-Stern",586,852,1549,740,47.7727566171724
2023-03-13,2023,"März",3,13,"03-13","4- und 5-Stern",791,1417,2141,1144,53.4329752452125
2023-03-13,2023,"März",3,13,"03-13","Keine Kategorie",163,306,564,228,40.4255319148936
2023-03-13,2023,"März",3,13,"03-13","Total",1696,2818,4804,2310,48.0849292256453
2023-03-14,2023,"März",3,14,"03-14","1- und 2-Stern",181,320,550,270,49.0909090909091
2023-03-14,2023,"März",3,14,"03-14","3-Stern",594,1065,1549,962,62.1045836023241
2023-03-14,2023,"März",3,14,"03-14","4- und 5-Stern",707,1649,2141,1392,65.0163475011677
2023-03-14,2023,"März",3,14,"03-14","Keine Kategorie",172,335,564,260,46.0992907801418
2023-03-14,2023,"März",3,14,"03-14","Total",1654,3369,4804,2884,60.0333055786844
2023-03-15,2023,"März",3,15,"03-15","1- und 2-Stern",214,410,550,347,63.0909090909091
2023-03-15,2023,"März",3,15,"03-15","3-Stern",460,1135,1549,1016,65.5907036797934
2023-03-15,2023,"März",3,15,"03-15","4- und 5-Stern",712,1875,2141,1518,70.901447921532
2023-03-15,2023,"März",3,15,"03-15","Keine Kategorie",272,465,564,321,56.9148936170213
2023-03-15,2023,"März",3,15,"03-15","Total",1658,3885,4804,3202,66.6527893422148
2023-03-16,2023,"März",3,16,"03-16","1- und 2-Stern",183,338,550,264,48
2023-03-16,2023,"März",3,16,"03-16","3-Stern",397,922,1549,779,50.2905100064558
2023-03-16,2023,"März",3,16,"03-16","4- und 5-Stern",641,1637,2141,1217,56.8425969173284
2023-03-16,2023,"März",3,16,"03-16","Keine Kategorie",182,451,564,298,52.8368794326241
2023-03-16,2023,"März",3,16,"03-16","Total",1403,3348,4804,2558,53.2472939217319
2023-03-17,2023,"März",3,17,"03-17","1- und 2-Stern",305,436,550,251,45.6363636363636
2023-03-17,2023,"März",3,17,"03-17","3-Stern",674,999,1549,675,43.5765009683667
2023-03-17,2023,"März",3,17,"03-17","4- und 5-Stern",671,1181,2141,752,35.1237739374124
2023-03-17,2023,"März",3,17,"03-17","Keine Kategorie",217,362,564,222,39.3617021276596
2023-03-17,2023,"März",3,17,"03-17","Total",1867,2978,4804,1900,39.5503746877602
2023-03-18,2023,"März",3,18,"03-18","1- und 2-Stern",405,689,550,328,59.6363636363636
2023-03-18,2023,"März",3,18,"03-18","3-Stern",655,1174,1549,751,48.4828921885087
2023-03-18,2023,"März",3,18,"03-18","4- und 5-Stern",1029,1603,2141,967,45.1658103689865
2023-03-18,2023,"März",3,18,"03-18","Keine Kategorie",237,449,564,258,45.7446808510638
2023-03-18,2023,"März",3,18,"03-18","Total",2326,3915,4804,2304,47.9600333055787
2023-03-19,2023,"März",3,19,"03-19","1- und 2-Stern",305,607,550,373,67.8181818181818
2023-03-19,2023,"März",3,19,"03-19","3-Stern",809,1197,1549,1035,66.8173014848289
2023-03-19,2023,"März",3,19,"03-19","4- und 5-Stern",1309,1766,2141,1411,65.9037832788417
2023-03-19,2023,"März",3,19,"03-19","Keine Kategorie",245,416,564,311,55.1418439716312
2023-03-19,2023,"März",3,19,"03-19","Total",2668,3986,4804,3130,65.1540383014155
2023-03-20,2023,"März",3,20,"03-20","1- und 2-Stern",251,616,550,462,84
2023-03-20,2023,"März",3,20,"03-20","3-Stern",777,1616,1549,1437,92.7695287282118
2023-03-20,2023,"März",3,20,"03-20","4- und 5-Stern",937,2301,2141,1876,87.6226062587576
2023-03-20,2023,"März",3,20,"03-20","Keine Kategorie",285,594,564,422,74.822695035461
2023-03-20,2023,"März",3,20,"03-20","Total",2250,5127,4804,4197,87.3646960865945
2023-03-21,2023,"März",3,21,"03-21","1- und 2-Stern",158,624,550,480,87.2727272727273
2023-03-21,2023,"März",3,21,"03-21","3-Stern",578,1620,1549,1493,96.3847643641059
2023-03-21,2023,"März",3,21,"03-21","4- und 5-Stern",660,2377,2141,1937,90.471742176553
2023-03-21,2023,"März",3,21,"03-21","Keine Kategorie",162,624,564,444,78.7234042553192
2023-03-21,2023,"März",3,21,"03-21","Total",1558,5245,4804,4354,90.6328059950042
2023-03-22,2023,"März",3,22,"03-22","1- und 2-Stern",197,560,550,424,77.0909090909091
2023-03-22,2023,"März",3,22,"03-22","3-Stern",579,1485,1549,1370,88.4441575209813
2023-03-22,2023,"März",3,22,"03-22","4- und 5-Stern",839,2214,2141,1760,82.2045773003269
2023-03-22,2023,"März",3,22,"03-22","Keine Kategorie",196,524,564,392,69.5035460992908
2023-03-22,2023,"März",3,22,"03-22","Total",1811,4783,4804,3946,82.1398834304746
2023-03-23,2023,"März",3,23,"03-23","1- und 2-Stern",155,502,550,353,64.1818181818182
2023-03-23,2023,"März",3,23,"03-23","3-Stern",496,1383,1549,1210,78.1149128469981
2023-03-23,2023,"März",3,23,"03-23","4- und 5-Stern",493,1750,2141,1377,64.3157403082672
2023-03-23,2023,"März",3,23,"03-23","Keine Kategorie",247,558,564,352,62.4113475177305
2023-03-23,2023,"März",3,23,"03-23","Total",1391,4193,4804,3292,68.526228143214
2023-03-24,2023,"März",3,24,"03-24","1- und 2-Stern",250,482,550,289,52.5454545454546
2023-03-24,2023,"März",3,24,"03-24","3-Stern",712,1166,1549,838,54.0994189799871
2023-03-24,2023,"März",3,24,"03-24","4- und 5-Stern",965,1575,2141,1004,46.8939747781411
2023-03-24,2023,"März",3,24,"03-24","Keine Kategorie",238,466,564,300,53.1914893617021
2023-03-24,2023,"März",3,24,"03-24","Total",2165,3689,4804,2431,50.6036636136553
2023-03-25,2023,"März",3,25,"03-25","1- und 2-Stern",253,540,550,308,56
2023-03-25,2023,"März",3,25,"03-25","3-Stern",861,1429,1549,879,56.7462879276953
2023-03-25,2023,"März",3,25,"03-25","4- und 5-Stern",1012,1749,2141,1008,47.0808033629145
2023-03-25,2023,"März",3,25,"03-25","Keine Kategorie",291,576,564,308,54.6099290780142
2023-03-25,2023,"März",3,25,"03-25","Total",2417,4294,4804,2503,52.1024146544546
2023-03-26,2023,"März",3,26,"03-26","1- und 2-Stern",175,359,550,192,34.9090909090909
2023-03-26,2023,"März",3,26,"03-26","3-Stern",525,802,1549,621,40.0903808908974
2023-03-26,2023,"März",3,26,"03-26","4- und 5-Stern",801,1311,2141,886,41.3825315273237
2023-03-26,2023,"März",3,26,"03-26","Keine Kategorie",128,258,564,192,34.0425531914894
2023-03-26,2023,"März",3,26,"03-26","Total",1629,2730,4804,1891,39.3630308076603
2023-03-27,2023,"März",3,27,"03-27","1- und 2-Stern",383,478,550,309,56.1818181818182
2023-03-27,2023,"März",3,27,"03-27","3-Stern",709,1072,1549,914,59.0058102001291
2023-03-27,2023,"März",3,27,"03-27","4- und 5-Stern",1041,1846,2141,1405,65.6235404016815
2023-03-27,2023,"März",3,27,"03-27","Keine Kategorie",354,510,564,279,49.468085106383
2023-03-27,2023,"März",3,27,"03-27","Total",2487,3906,4804,2907,60.5120732722731
2023-03-28,2023,"März",3,28,"03-28","1- und 2-Stern",171,418,550,271,49.2727272727273
2023-03-28,2023,"März",3,28,"03-28","3-Stern",713,1330,1549,1048,67.6565526145901
2023-03-28,2023,"März",3,28,"03-28","4- und 5-Stern",761,1998,2141,1586,74.077533862681
2023-03-28,2023,"März",3,28,"03-28","Keine Kategorie",211,555,564,286,50.709219858156
2023-03-28,2023,"März",3,28,"03-28","Total",1856,4301,4804,3191,66.4238134887594
2023-03-29,2023,"März",3,29,"03-29","1- und 2-Stern",209,450,550,289,52.5454545454546
2023-03-29,2023,"März",3,29,"03-29","3-Stern",526,1331,1549,1064,68.6894770819884
2023-03-29,2023,"März",3,29,"03-29","4- und 5-Stern",631,1867,2141,1434,66.9780476412891
2023-03-29,2023,"März",3,29,"03-29","Keine Kategorie",215,548,564,270,47.8723404255319
2023-03-29,2023,"März",3,29,"03-29","Total",1581,4196,4804,3057,63.6344712739384
2023-03-30,2023,"März",3,30,"03-30","1- und 2-Stern",223,427,550,254,46.1818181818182
2023-03-30,2023,"März",3,30,"03-30","3-Stern",620,1356,1549,1008,65.0742414460942
2023-03-30,2023,"März",3,30,"03-30","4- und 5-Stern",784,1712,2141,1170,54.6473610462401
2023-03-30,2023,"März",3,30,"03-30","Keine Kategorie",141,449,564,251,44.5035460992908
2023-03-30,2023,"März",3,30,"03-30","Total",1768,3944,4804,2683,55.849292256453
2023-03-31,2023,"März",3,31,"03-31","1- und 2-Stern",360,486,550,261,47.4545454545455
2023-03-31,2023,"März",3,31,"03-31","3-Stern",774,1171,1549,786,50.7424144609425
2023-03-31,2023,"März",3,31,"03-31","4- und 5-Stern",1056,1588,2141,885,41.3358243811303
2023-03-31,2023,"März",3,31,"03-31","Keine Kategorie",223,320,564,203,35.9929078014184
2023-03-31,2023,"März",3,31,"03-31","Total",2413,3565,4804,2135,44.4421315570358
2023-04-01,2023,"April",4,1,"04-01","1- und 2-Stern",289,555,550,276,50.1818181818182
2023-04-01,2023,"April",4,1,"04-01","3-Stern",806,1299,1547,766,49.5151906916613
2023-04-01,2023,"April",4,1,"04-01","4- und 5-Stern",928,1627,2142,868,40.5228758169935
2023-04-01,2023,"April",4,1,"04-01","Keine Kategorie",285,448,564,235,41.6666666666667
2023-04-01,2023,"April",4,1,"04-01","Total",2308,3929,4803,2145,44.6595877576515
2023-04-02,2023,"April",4,2,"04-02","1- und 2-Stern",176,273,550,146,26.5454545454545
2023-04-02,2023,"April",4,2,"04-02","3-Stern",436,898,1547,631,40.7886231415643
2023-04-02,2023,"April",4,2,"04-02","4- und 5-Stern",603,1094,2142,671,31.3258636788049
2023-04-02,2023,"April",4,2,"04-02","Keine Kategorie",141,258,564,166,29.4326241134752
2023-04-02,2023,"April",4,2,"04-02","Total",1356,2523,4803,1614,33.6039975015615
2023-04-03,2023,"April",4,3,"04-03","1- und 2-Stern",254,365,550,234,42.5454545454545
2023-04-03,2023,"April",4,3,"04-03","3-Stern",572,924,1547,717,46.3477698771816
2023-04-03,2023,"April",4,3,"04-03","4- und 5-Stern",656,1184,2142,830,38.7488328664799
2023-04-03,2023,"April",4,3,"04-03","Keine Kategorie",169,318,564,223,39.5390070921986
2023-04-03,2023,"April",4,3,"04-03","Total",1651,2791,4803,2004,41.7239225484072
2023-04-04,2023,"April",4,4,"04-04","1- und 2-Stern",220,367,550,257,46.7272727272727
2023-04-04,2023,"April",4,4,"04-04","3-Stern",504,975,1547,764,49.3859082094376
2023-04-04,2023,"April",4,4,"04-04","4- und 5-Stern",627,1159,2142,823,38.422035480859
2023-04-04,2023,"April",4,4,"04-04","Keine Kategorie",248,437,564,285,50.531914893617
2023-04-04,2023,"April",4,4,"04-04","Total",1599,2938,4803,2129,44.3264626275245
2023-04-05,2023,"April",4,5,"04-05","1- und 2-Stern",162,294,550,195,35.4545454545455
2023-04-05,2023,"April",4,5,"04-05","3-Stern",515,901,1547,657,42.4692954104719
2023-04-05,2023,"April",4,5,"04-05","4- und 5-Stern",606,1123,2142,681,31.7927170868347
2023-04-05,2023,"April",4,5,"04-05","Keine Kategorie",129,310,564,207,36.7021276595745
2023-04-05,2023,"April",4,5,"04-05","Total",1412,2628,4803,1740,36.2273579013117
2023-04-06,2023,"April",4,6,"04-06","1- und 2-Stern",239,330,550,183,33.2727272727273
2023-04-06,2023,"April",4,6,"04-06","3-Stern",790,1120,1547,663,42.8571428571429
2023-04-06,2023,"April",4,6,"04-06","4- und 5-Stern",881,1352,2142,678,31.6526610644258
2023-04-06,2023,"April",4,6,"04-06","Keine Kategorie",204,323,564,195,34.5744680851064
2023-04-06,2023,"April",4,6,"04-06","Total",2114,3125,4803,1719,35.79013116802
2023-04-07,2023,"April",4,7,"04-07","1- und 2-Stern",382,514,550,243,44.1818181818182
2023-04-07,2023,"April",4,7,"04-07","3-Stern",1078,1634,1527,878,57.4983628028815
2023-04-07,2023,"April",4,7,"04-07","4- und 5-Stern",1386,2204,2142,1091,50.9337068160598
2023-04-07,2023,"April",4,7,"04-07","Keine Kategorie",553,692,564,335,59.3971631205674
2023-04-07,2023,"April",4,7,"04-07","Total",3399,5044,4783,2547,53.251097637466
2023-04-08,2023,"April",4,8,"04-08","1- und 2-Stern",270,531,550,260,47.2727272727273
2023-04-08,2023,"April",4,8,"04-08","3-Stern",766,1695,1527,901,59.0045841519319
2023-04-08,2023,"April",4,8,"04-08","4- und 5-Stern",1036,2378,2142,1137,53.0812324929972
2023-04-08,2023,"April",4,8,"04-08","Keine Kategorie",233,639,564,316,56.0283687943262
2023-04-08,2023,"April",4,8,"04-08","Total",2305,5243,4783,2614,54.6518921179176
2023-04-09,2023,"April",4,9,"04-09","1- und 2-Stern",199,397,550,195,35.4545454545455
2023-04-09,2023,"April",4,9,"04-09","3-Stern",555,1285,1527,712,46.6273739358219
2023-04-09,2023,"April",4,9,"04-09","4- und 5-Stern",690,1746,2142,865,40.3828197945845
2023-04-09,2023,"April",4,9,"04-09","Keine Kategorie",134,483,564,240,42.5531914893617
2023-04-09,2023,"April",4,9,"04-09","Total",1578,3911,4783,2012,42.0656491741585
2023-04-10,2023,"April",4,10,"04-10","1- und 2-Stern",210,286,550,143,26
2023-04-10,2023,"April",4,10,"04-10","3-Stern",428,802,1527,519,33.9882121807466
2023-04-10,2023,"April",4,10,"04-10","4- und 5-Stern",706,1192,2142,683,31.8860877684407
2023-04-10,2023,"April",4,10,"04-10","Keine Kategorie",236,363,564,197,34.9290780141844
2023-04-10,2023,"April",4,10,"04-10","Total",1580,2643,4783,1542,32.239180430692
2023-04-11,2023,"April",4,11,"04-11","1- und 2-Stern",235,381,550,221,40.1818181818182
2023-04-11,2023,"April",4,11,"04-11","3-Stern",642,987,1547,709,45.830639948287
2023-04-11,2023,"April",4,11,"04-11","4- und 5-Stern",877,1388,2142,897,41.8767507002801
2023-04-11,2023,"April",4,11,"04-11","Keine Kategorie",218,457,564,241,42.7304964539007
2023-04-11,2023,"April",4,11,"04-11","Total",1972,3213,4803,2068,43.0564230689153
2023-04-12,2023,"April",4,12,"04-12","1- und 2-Stern",276,442,550,247,44.9090909090909
2023-04-12,2023,"April",4,12,"04-12","3-Stern",770,1245,1547,893,57.7246283128636
2023-04-12,2023,"April",4,12,"04-12","4- und 5-Stern",860,1634,2142,1124,52.4743230625584
2023-04-12,2023,"April",4,12,"04-12","Keine Kategorie",237,507,564,301,53.3687943262411
2023-04-12,2023,"April",4,12,"04-12","Total",2143,3828,4803,2565,53.4041224234853
2023-04-13,2023,"April",4,13,"04-13","1- und 2-Stern",394,576,550,304,55.2727272727273
2023-04-13,2023,"April",4,13,"04-13","3-Stern",863,1434,1547,947,61.2152553329024
2023-04-13,2023,"April",4,13,"04-13","4- und 5-Stern",872,1655,2142,1110,51.8207282913165
2023-04-13,2023,"April",4,13,"04-13","Keine Kategorie",188,483,564,262,46.4539007092199
2023-04-13,2023,"April",4,13,"04-13","Total",2317,4148,4803,2623,54.6117010201957
2023-04-14,2023,"April",4,14,"04-14","1- und 2-Stern",225,390,550,213,38.7272727272727
2023-04-14,2023,"April",4,14,"04-14","3-Stern",600,1056,1547,662,42.792501616031
2023-04-14,2023,"April",4,14,"04-14","4- und 5-Stern",795,1393,2142,782,36.5079365079365
2023-04-14,2023,"April",4,14,"04-14","Keine Kategorie",231,472,564,255,45.2127659574468
2023-04-14,2023,"April",4,14,"04-14","Total",1851,3311,4803,1912,39.808453050177
2023-04-15,2023,"April",4,15,"04-15","1- und 2-Stern",251,393,550,191,34.7272727272727
